# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "2" "-p" "-a" "chr19.gtf" "-o" "raw_counts.txt" "sample1_sorted.bam" "sample2_sorted.bam" "control1_sorted.bam" "control2_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	sample1_sorted.bam	sample2_sorted.bam	control1_sorted.bam	control2_sorted.bam
ENSMUSG00000118344	19;19	4324015;4325365	4324216;4325671	+;+	509	2	2	14	5
ENSMUSG00000024858	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	4336029;4336029;4336030;4336647;4337381;4337381;4337381;4337381;4337586;4337586;4337586;4337586;4337851;4337851;4337851;4338170;4338424;4338440;4338440;4338454;4338620;4338620;4338620;4338620;4338620;4339341;4339341;4339341;4339341;4339341;4339341;4339701;4339701;4339701;4339701;4339926;4339926;4339926;4339926;4340102;4340102;4340102;4340102;4340423;4340423;4340423;4340423;4340490;4340632;4340632;4340632;4340632;4340800;4340800;4340800;4340800;4341267;4341267;4341267;4341267;4341618;4341618;4341618;4342198;4342198;4342198;4342390;4342390;4342390;4342572;4342572;4342572;4342595;4342795;4342795;4342795;4342795;4344878;4344878;4344878;4344878;4355064;4355150;4355930;4355930;4355930	4337292;4337292;4337292;4337292;4337494;4337494;4337494;4337494;4337651;4337722;4338013;4337722;4338013;4337877;4338013;4338686;4338535;4338535;4338535;4338535;4338686;4338686;4338686;4338686;4338686;4339441;4339422;4339431;4339441;4339441;4339441;4339767;4339767;4339767;4339767;4340048;4340033;4340033;4340033;4340196;4340196;4340196;4340196;4340511;4340553;4340553;4340553;4340553;4340710;4340710;4340710;4340710;4340899;4340899;4340899;4340899;4341358;4341358;4341669;4341358;4341839;4341669;4341669;4342259;4342259;4342259;4342464;4342464;4342464;4342673;4342673;4342673;4342673;4342868;4342868;4342868;4342868;4344954;4344954;4344954;4344954;4355236;4355221;4356250;4356058;4355983	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4476	487	826	810	1214
ENSMUSG00000054611	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	4364447;4366198;4367734;4369281;4370180;4370180;4370180;4370180;4370205;4370926;4370926;4370926;4370926;4370926;4372411;4372415;4372415;4372415;4372415;4374365;4374365;4374555;4374814;4374934;4376837;4376837;4376837;4376837;4378156;4378156;4378156;4378156;4378981;4378981;4378981;4379219;4381214;4381214;4381214;4381214;4382469;4383671;4383671;4391378;4392875;4392875;4392875;4395546;4395546;4395546;4398224;4398674;4398674;4398674;4400205;4400205;4400205;4400205;4400214;4400631;4401765;4401765;4401765;4401765;4401765;4402296;4402296;4402296;4402296;4402296;4402296;4406776;4406776;4406776;4406776;4406776;4406776;4411566;4411566;4411566;4411566;4411566;4411566;4412005;4412005;4412005;4412005;4412005;4412005;4412804;4412804;4412804;4412804;4412804;4412804;4438438;4438969;4442499;4444820;4444820;4444820;4444820;4444820;4444820;4446339;4446339;4446339;4446339;4446339;4446339;4447962	4369309;4369309;4369309;4369309;4370395;4370395;4370395;4370395;4370395;4371084;4371084;4371084;4371084;4371084;4372576;4372831;4372578;4372578;4372578;4375074;4375074;4375074;4374893;4375074;4376926;4376926;4376926;4376926;4378439;4378287;4378287;4378287;4379250;4379250;4379250;4379250;4381297;4381297;4381297;4381297;4382513;4383947;4384029;4391482;4393269;4393269;4393269;4395672;4395672;4395672;4398789;4398789;4398789;4398789;4400358;4400358;4400358;4400358;4400333;4401858;4401858;4401858;4401858;4401858;4401858;4402402;4402402;4402402;4402402;4402402;4402402;4406954;4406954;4406954;4406954;4406954;4406954;4411612;4411612;4411612;4411612;4411612;4411612;4412083;4412083;4412083;4412083;4412083;4412083;4412942;4412915;4412942;4412942;4412942;4412942;4438580;4439085;4444920;4444920;4444920;4444920;4444920;4444920;4444920;4447105;4447123;4447096;4446945;4447108;4447105;4448313	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	14446	358	581	655	829
ENSMUSG00002076626	19	5849028	5849113	-	86	0	0	0	0
ENSMUSG00000102349	19	5851969	5852421	+	453	0	0	0	0
ENSMUSG00002074969	19	5874680	5874735	-	56	0	0	0	0
ENSMUSG00002076852	19	5894314	5894465	-	152	0	0	0	0
ENSMUSG00002075794	19	5894666	5894775	-	110	0	0	0	0
ENSMUSG00002076763	19	5894944	5895065	-	122	0	0	0	0
ENSMUSG00000024816	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	5899730;5906613;5912144;5912279;5913252;5913252;5915097;5915212;5915298;5919465;5919465;5919465;5919764;5919764;5919764;5920039;5920039;5920039;5923197;5923197;5923197;5924738;5924738;5925119;5925119	5902770;5906817;5912422;5912422;5913710;5913375;5915321;5915321;5915321;5919631;5919631;5919631;5919822;5919822;5919822;5920140;5920140;5920140;5923364;5923458;5923364;5924836;5924822;5925267;5925302	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5082	617	589	695	666
ENSMUSG00000024818	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	5927836;5927845;5927845;5927854;5927889;5928635;5928656;5928684;5929877;5929877;5929877;5929877;5929877;5929877;5930113;5930113;5930113;5930113;5930113;5930113;5930113;5930468;5930468;5930468;5930468;5930468;5930468;5930468;5934373;5934373;5934373;5934373;5934373;5934373;5934751;5934751;5934751;5934751	5928123;5928719;5928719;5928123;5928123;5928719;5928719;5928719;5929920;5929920;5929920;5929920;5929920;5929920;5930188;5930184;5930226;5930184;5930184;5930184;5930184;5930624;5930653;5930653;5930653;5930653;5930653;5930653;5934513;5934631;5934631;5935794;5934631;5934631;5935906;5935794;5935794;5934912	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2762	65	69	71	62
ENSMUSG00000044390	19;19;19;19	5941166;5941171;5943998;5943998	5943142;5943145;5944177;5944135	-;-;-;-	2160	21	19	25	41
ENSMUSG00000024826	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	5946544;5947415;5947415;5947415;5948571;5949352;5951245;5951245;5951245;5951245;5951245;5952132;5952132;5952132;5952132;5952132;5952132;5952391;5952391;5952391;5952391;5952391;5952391;5952659;5952659;5952659;5952659;5952659;5953759;5954175;5954268;5954268;5954268;5954268;5954482;5954482;5954482;5954482;5954482;5955154;5955417;5955417;5955417;5955417;5955417;5955565;5956552;5956552;5956552;5956552;5956552;5956552;5956552;5957029;5957029;5957029;5957029;5957029;5957029;5957029;5961854;5962769;5962769;5962769;5962769;5962769;5963010	5948659;5948659;5948659;5948659;5948659;5951326;5951326;5951326;5951326;5951326;5951326;5952244;5952244;5952244;5952244;5952244;5952244;5952469;5952519;5952519;5952519;5952462;5952519;5953360;5952796;5952796;5952796;5952796;5953800;5954346;5954346;5954340;5954346;5954346;5954574;5954574;5954574;5954574;5954574;5955580;5955580;5955580;5955580;5955580;5955580;5955580;5956659;5956659;5956659;5956659;5956659;5956659;5956659;5957189;5957189;5957189;5957189;5957100;5957087;5957189;5962156;5962835;5962797;5962805;5962820;5962899;5963038	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6501	551	856	854	1063
ENSMUSG00000045664	19;19	5965664;5974792	5969021;5974844	-;-	3411	196	263	315	303
ENSMUSG00000024833	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	5990570;5990925;5991135;5991711;5992024;5992024;5992024;5992378;5992378;5992378;5992378;5992378;5993251;5993251;5993251;5993251;5993294;5993583;5993583;5993583;5993583;5993583;5996304;5996498;5996498;5996498;5996498;5997732;5997732;5997732;5997732;5997732;5998430;5998430;5998430;5998430;5998430;5998440;5999880;5999886;6000474;6000474;6000474;6000474;6000474;6001170;6001170;6001170;6001170;6001170;6001659;6001659;6001659;6001659;6001659;6001659;6001659;6001934;6003093;6003093;6003093;6003093;6003093;6003093;6003719;6003719;6003719;6003719;6003719;6003719;6003719;6003834;6006036;6006036;6006036;6006036;6006036;6006036;6006036;6006709;6008846;6008846;6008846;6008846;6008846;6008846;6008846;6009061;6009061;6009061;6009061;6009061;6009061;6009061;6011119;6011119;6011119;6011119;6011119;6011119;6011119;6011119;6013322;6013854;6013854;6013854;6013854;6013854;6013854;6013854;6013854	5991045;5991045;5991580;5992150;5992150;5992150;5992150;5992437;5992437;5992437;5992747;5992437;5993357;5993357;5993357;5993357;5993357;5993691;5993896;5993691;5993691;5993691;5996571;5996571;5996571;5996571;5996571;5997770;5997770;5997770;5997770;5997770;5998554;5999034;5998554;5998554;5998554;5998554;6001232;6001232;6000516;6000516;6000516;6000516;6000516;6001232;6001232;6001232;6001232;6001232;6001814;6001814;6001814;6001814;6001814;6001814;6001814;6002212;6003181;6003181;6003181;6003181;6003181;6003181;6003912;6003912;6003912;6003912;6003890;6003912;6003912;6003912;6006142;6006142;6006142;6006142;6006142;6006142;6006142;6009152;6008903;6008903;6008903;6008903;6008903;6008903;6008903;6009152;6009152;6009152;6009152;6009152;6009152;6009152;6011214;6011243;6011214;6011214;6011243;6011243;6011243;6011243;6013426;6014191;6014176;6014192;6014197;6014180;6014197;6014230;6014230	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8294	94	108	117	125
ENSMUSG00000037451	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	6020262;6021427;6021747;6022884;6030388;6030388;6031658;6031658;6032861;6034826;6034826;6035608;6035608;6035794;6035794	6020581;6021633;6021855;6023098;6030503;6030503;6031781;6031781;6033029;6034980;6034980;6035711;6035711;6036171;6036171	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1897	0	0	0	0
ENSMUSG00000024942	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	6038573;6038574;6040022;6040022;6040368;6040368;6041569;6041569;6041886;6041886;6042380;6042380;6043904;6043904;6044051;6044051;6044590;6044590;6044709;6044709;6046809;6046809;6047721;6047721;6057282;6057282;6057530;6057530;6058706;6058706;6059117;6059117;6061045;6061045;6061327;6061327;6061327;6061406;6063619;6063619;6063619;6063619;6064026;6064026;6064026;6064026;6064231;6064231;6064231;6064231;6064261;6065136;6065136;6065328;6065766;6065766	6039417;6039417;6040080;6040080;6040484;6040484;6041647;6041647;6041954;6041954;6042444;6042444;6043961;6043961;6044116;6044116;6044629;6044629;6044917;6044917;6046820;6046820;6047896;6047896;6057442;6057442;6057604;6057604;6058791;6058791;6059200;6059200;6061213;6061213;6061460;6061460;6061460;6061460;6063737;6063737;6063737;6063737;6064095;6064095;6064095;6064095;6064297;6064498;6064498;6064498;6064532;6065233;6065236;6065415;6065819;6065927	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3346	41	32	84	93
ENSMUSG00000097404	19;19;19;19;19	6062650;6064259;6064899;6066347;6067828	6062714;6064386;6065842;6066513;6068492	+;+;+;+;+	1969	4	14	6	12
ENSMUSG00000118194	19	6077568	6077895	-	328	1	1	0	0
ENSMUSG00000094281	19	6094721	6094852	-	132	323	414	364	269
ENSMUSG00000024807	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	6096606;6096668;6096692;6097091;6097095;6097110;6097115;6097134;6097947;6097947;6097947;6097947;6097947;6097947;6097947;6097947;6098305;6098305;6098305;6098305;6098305;6098305;6098305;6098305;6098485;6098485;6098485;6098485;6098485;6098485;6098485;6098725;6098725;6098725;6098725;6098725;6099180;6099180;6099180;6099180;6099180;6099180;6099180;6099801;6099801;6099801;6099801;6100022;6100022;6100022;6100022;6100022;6100200;6100200;6100200;6100200;6100200;6100200;6100355;6100355;6100355;6100355;6100355;6100355;6100552;6100552;6100552;6100552;6100552;6100552;6100971;6100971;6100971;6100971;6101185;6101185;6101185;6101185;6101185;6101423;6101423;6101423;6101423;6101423;6101423;6102358;6102358;6102358;6102358;6102358;6102358;6102578;6102578;6102578;6102590	6097158;6097011;6097158;6097158;6097158;6097360;6097158;6097158;6098095;6098095;6098095;6098095;6098095;6098095;6098095;6098095;6098397;6098397;6098397;6098397;6098637;6098397;6098397;6098397;6098773;6098637;6098637;6098773;6098637;6098637;6098637;6098773;6098773;6098773;6098773;6098773;6099681;6099283;6100121;6099927;6099283;6099233;6099283;6099927;6099927;6099927;6099927;6100121;6100121;6100121;6100121;6100121;6100265;6100265;6100265;6100265;6100265;6100265;6100471;6100471;6100471;6100471;6100471;6100471;6100715;6100715;6101340;6101099;6100715;6100715;6101099;6101099;6101099;6101099;6101340;6101340;6101340;6101340;6101340;6101609;6101609;6101609;6101609;6101609;6101609;6102509;6102509;6103741;6103741;6102509;6102509;6103739;6103739;6103742;6103739	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4859	444	759	669	1209
ENSMUSG00000098928	19	6101364	6101422	+	59	0	0	0	0
ENSMUSG00000007338	19;19;19;19;19;19;19;19;19;19;19	6103652;6103927;6104961;6105106;6105106;6106959;6106959;6107070;6107689;6107689;6107689	6105012;6105012;6105230;6105230;6105230;6107109;6107109;6107128;6107788;6107775;6107815	-;-;-;-;-;-;-;-;-;-;-	1876	578	571	675	738
ENSMUSG00000118496	19	6105696	6105836	+	141	0	0	0	0
ENSMUSG00000038274	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	6107874;6107972;6107973;6107981;6107984;6107984;6107997;6107999;6108253;6108258;6108273;6108273;6108273;6108276;6108305;6108458;6108458;6108458;6108458;6108458;6108458;6108458;6108563;6109174;6109174;6109174;6109174;6109174;6109174;6109174;6109174;6109379;6109379;6109379;6109379;6109379;6109379;6109379;6109379	6108031;6108031;6108031;6108031;6108031;6108355;6108355;6108031;6108355;6108355;6108594;6108355;6108355;6108355;6108355;6108602;6108602;6108602;6108602;6108602;6108602;6108602;6108602;6109229;6109229;6109229;6109229;6109229;6109229;6109229;6109229;6109549;6109546;6109554;6109549;6109540;6109546;6109516;6109549	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	961	4617	4378	4876	4747
ENSMUSG00000075227	19	6111222	6112502	+	1281	142	137	194	221
ENSMUSG00000024799	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	6112851;6112851;6112852;6112931;6113008;6113354;6113354;6113354;6113354;6113354;6113557;6113557;6113557;6113557;6113852;6113852;6113852;6113852;6113852;6113852;6114109;6114109;6114109;6114109;6114109;6114109;6114123;6114775;6115557;6116159;6116176;6116215;6116217;6116341;6116341;6116341;6116341;6116341;6116341;6116529;6116529;6116529;6116529;6116529;6116529;6116529;6116529;6116529;6116529;6116609;6116998;6116998;6116998;6116998;6116998;6116998;6116998;6116998;6116998;6116998;6117153;6117153;6117153;6117153;6117153;6117153;6117153;6117153;6117153;6117193;6117699;6117699;6117699;6117699;6117699;6117699;6117699;6117699;6117699;6117699;6117808;6117808	6113103;6113103;6113131;6113103;6113103;6113476;6113476;6113476;6113476;6113476;6113637;6113637;6113637;6113637;6114020;6114020;6114020;6114020;6114020;6114020;6114228;6114228;6114228;6114228;6114228;6114228;6114228;6117857;6116444;6116444;6117052;6116444;6116444;6116444;6116444;6116444;6116444;6116444;6116444;6116593;6116723;6116723;6116723;6116723;6116574;6116723;6116723;6116723;6116723;6116723;6117052;6117052;6117122;6117052;6117052;6117052;6117052;6117052;6117052;6117052;6117349;6117591;6117349;6117349;6117349;6117349;6117349;6117349;6117349;6117349;6117885;6117880;6117806;6117838;6117815;6117838;6117833;6117872;6117872;6117833;6118403;6117897	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4403	189	330	183	404
ENSMUSG00000024797	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	6117872;6118020;6118081;6118247;6118779;6118885;6118885;6118885;6118885;6118898;6118961;6119056;6119056;6119056;6119056;6119056;6119495;6119495;6119495;6119888;6120111;6120469;6121296;6121296;6121447;6121512;6121592;6121592;6121592;6121592;6123533;6125933;6126393;6126393;6126393;6126981;6126981;6126981;6126981	6118405;6118405;6118405;6118471;6118972;6119180;6118972;6118972;6118972;6119177;6118972;6119177;6119718;6119101;6119349;6119177;6119728;6119643;6119713;6120103;6121186;6121186;6121515;6121515;6121515;6121515;6121738;6121738;6121738;6121738;6123596;6126522;6126898;6126522;6126522;6127230;6127228;6127233;6127261	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4520	667	1129	899	1569
ENSMUSG00000100621	19;19;19	6126975;6131877;6132211	6127508;6131994;6132286	-;-;-	728	0	1	1	1
ENSMUSG00000047733	19;19;19;19;19	6130063;6130063;6130452;6130658;6130658	6130346;6130346;6130551;6130818;6130815	+;+;+;+;+	545	0	0	0	0
ENSMUSG00000024792	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	6130792;6130792;6130795;6131198;6131877;6131877;6131877;6131895;6131903;6132211;6132211;6132211;6132211;6132211;6132225;6132245;6132286;6132291;6132429;6132429;6132429;6132429;6132429;6132429;6132429;6132615;6132615;6132615;6132615;6132615;6132615;6132615;6132615;6132615;6132636;6133979;6133979;6133979;6133979;6133979;6133979;6133979;6133979;6134382;6134382;6134382;6134382;6134382;6134382;6134382;6134382;6134676;6134803;6134825;6134825;6134825;6134825;6134825;6134894	6131244;6131244;6131244;6131244;6131994;6131994;6131994;6131994;6131994;6132357;6132357;6132501;6132357;6132357;6132501;6132357;6132357;6132357;6132501;6132501;6132501;6132501;6132501;6132501;6132501;6132808;6132808;6132808;6132808;6132808;6132808;6132861;6132808;6132808;6132808;6134090;6134090;6134337;6134090;6134090;6134090;6134078;6134090;6134491;6134491;6134491;6134491;6134491;6134491;6134491;6134491;6134723;6134957;6134974;6134924;6134934;6134945;6134986;6134973	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1810	248	321	378	455
ENSMUSG00000024791	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	6135013;6135428;6135781;6135857;6136432;6136432;6136432;6136582;6136582;6136582;6140081;6140081;6140081;6140678;6140678;6140678	6135238;6135519;6135868;6135885;6136497;6136497;6136497;6136617;6136617;6136617;6140554;6140554;6140554;6141807;6141807;6141807	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2129	0	6	0	5
ENSMUSG00000054999	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	6155812;6156116;6156375;6156853;6158488;6158853;6159449;6159664;6162183;6162359;6162505;6162725;6162906;6164472;6164634;6164884;6165076;6165399	6156027;6156288;6156496;6156975;6158771;6158957;6159534;6159783;6162268;6162422;6162572;6162816;6162996;6164553;6164807;6164971;6165168;6165822	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2491	5	7	3	24
ENSMUSG00000024790	19;19	6166030;6167827	6166617;6168680	-;-	1442	202	200	286	380
ENSMUSG00000024787	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	6169429;6169882;6170516;6170662;6170662;6170690;6170711;6171131;6171409;6171409;6171409;6171409;6171409;6171409;6171522;6171813;6171813;6171813;6171813;6171813;6171813;6171935;6172070;6172070;6172070;6172070;6172070;6172070;6172070;6173860;6173860;6173860;6173860;6173860;6173860;6174183;6174183;6174183;6177743;6178079;6178079;6178079;6178079	6169984;6169984;6170773;6170773;6170773;6170773;6170773;6171239;6171552;6171552;6171552;6171552;6171672;6171552;6171552;6171960;6171960;6171960;6171960;6171960;6171960;6171960;6172185;6172317;6172185;6172185;6172185;6172185;6172185;6174218;6173980;6173983;6173980;6173980;6173980;6174218;6174218;6174218;6177837;6178163;6178219;6178177;6178334	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2293	400	699	637	835
ENSMUSG00000024944	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	6184404;6184413;6184416;6184416;6186009;6186009;6186009;6186009;6187500;6187508;6187508;6187508;6187760;6187760;6187760;6187760;6187760;6188886;6189923;6189923;6191067;6191067	6184831;6184831;6184831;6184831;6186089;6186089;6186089;6187670;6187670;6187670;6187670;6187670;6188190;6187905;6187905;6187870;6187870;6188961;6189994;6190269;6191578;6191170	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3456	774	1065	1101	1293
ENSMUSG00000039699	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	6191013;6211342;6214469;6214470;6214484;6214484;6214490;6214519;6214906;6215394;6216498;6216498;6216498;6216498;6216498;6216498;6216498;6221336;6221336;6221336;6221336;6221336;6221336;6221339	6191117;6211547;6214583;6214583;6215198;6214780;6214583;6214780;6215198;6215598;6216602;6216602;6216602;6216602;6216602;6216602;6216602;6221397;6221798;6221788;6221397;6222506;6222503;6222501	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2522	8	10	2	6
ENSMUSG00002076495	19	6194762	6194881	+	120	0	0	0	0
ENSMUSG00000083458	19	6202745	6203230	+	486	540	697	685	915
ENSMUSG00000118181	19	6806577	6807231	-	655	0	0	0	1
ENSMUSG00000104884	19	6807254	6807312	-	59	0	0	0	0
ENSMUSG00000047810	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	6821991;6821991;6823715;6823715;6823931;6823931;6823968;6824645;6824645;6824787;6825004;6825004;6825004;6825092;6825302;6825302;6825302;6825302;6825550;6825550;6825550;6825550;6825909;6825909;6826343;6826343;6827052;6827052;6827270;6827270;6827624;6827624;6827813;6827813;6830310;6830310;6831556;6831556;6831847;6831847;6832110;6832110;6832574;6832724;6833020;6833210;6833477;6834295;6834467;6834605;6834752;6835002;6835448	6822487;6822487;6823783;6823783;6824137;6824137;6824137;6824811;6824811;6824811;6825102;6825102;6825102;6825102;6825447;6825447;6825447;6825447;6825721;6825776;6825736;6825736;6826052;6826052;6826599;6826599;6827192;6827192;6827365;6827365;6827741;6827741;6827940;6827940;6831470;6831470;6831692;6831692;6831955;6831955;6832256;6832256;6832606;6832882;6833101;6833358;6833620;6834378;6834525;6834674;6834863;6835159;6835579	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5032	26	38	91	76
